epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,17.5158,1.16094,4.75908,0.83014,0.00794,0.07143,0.01185,0.01066,1.24785,5.40637,0.82675,9.5374e-05,9.5374e-05,9.5374e-05
47,17.8428,1.18117,4.74225,0.80752,0.00649,0.07143,0.01185,0.01066,1.23959,5.39941,0.82436,9.36712e-05,9.36712e-05,9.36712e-05
48,18.1788,1.17783,4.79573,0.79589,0.00649,0.07143,0.01185,0.01066,1.23959,5.39941,0.82436,9.19684e-05,9.19684e-05,9.19684e-05
49,18.5302,1.05277,4.69114,0.82436,0.00923,0.14286,0.01523,0.01371,1.20999,5.39395,0.82087,9.02656e-05,9.02656e-05,9.02656e-05
50,18.8662,1.15295,4.62212,0.83084,0.00923,0.14286,0.01523,0.01371,1.20999,5.39395,0.82087,8.85628e-05,8.85628e-05,8.85628e-05
51,19.2019,1.09339,4.58187,0.80111,0.00923,0.14286,0.01523,0.01371,1.20999,5.39395,0.82087,8.686e-05,8.686e-05,8.686e-05
52,19.5425,1.22959,4.61084,0.81633,0.0084,0.14286,0.01489,0.0134,1.17761,5.38324,0.8167,8.51572e-05,8.51572e-05,8.51572e-05
53,19.8682,1.21876,4.49326,0.81286,0.0084,0.14286,0.01489,0.0134,1.17761,5.38324,0.8167,8.34544e-05,8.34544e-05,8.34544e-05
54,20.1925,1.17367,4.69667,0.79601,0.0084,0.14286,0.01489,0.0134,1.17761,5.38324,0.8167,8.17516e-05,8.17516e-05,8.17516e-05
55,20.5259,1.30215,4.63576,0.8254,0.00733,0.14286,0.0146,0.01314,1.15274,5.37782,0.81296,8.00488e-05,8.00488e-05,8.00488e-05
56,20.8451,1.05005,4.7521,0.82693,0.00733,0.14286,0.0146,0.01314,1.15274,5.37782,0.81296,7.8346e-05,7.8346e-05,7.8346e-05
57,21.1645,1.20311,4.52105,0.80543,0.00733,0.14286,0.01603,0.01324,1.13862,5.38172,0.80964,7.66432e-05,7.66432e-05,7.66432e-05
58,21.4959,1.20623,4.51432,0.82047,0.00733,0.14286,0.01603,0.01324,1.13862,5.38172,0.80964,7.49404e-05,7.49404e-05,7.49404e-05
59,21.8247,1.14027,4.52355,0.83248,0.00733,0.14286,0.01603,0.01324,1.13862,5.38172,0.80964,7.32376e-05,7.32376e-05,7.32376e-05
60,22.151,1.22888,4.43489,0.81793,0.00733,0.14286,0.01603,0.01282,1.14046,5.36193,0.80921,7.15348e-05,7.15348e-05,7.15348e-05
61,22.4638,1.05856,4.2181,0.8206,0.00733,0.14286,0.01603,0.01282,1.14046,5.36193,0.80921,6.9832e-05,6.9832e-05,6.9832e-05
62,22.7766,1.18839,4.37815,0.80682,0.00733,0.14286,0.01603,0.01282,1.14046,5.36193,0.80921,6.81292e-05,6.81292e-05,6.81292e-05
63,23.1006,1.1719,4.38622,0.80342,0.00733,0.14286,0.01559,0.01247,1.14358,5.35182,0.80759,6.64264e-05,6.64264e-05,6.64264e-05
64,23.4342,1.10548,4.56331,0.81493,0.00733,0.14286,0.01559,0.01247,1.14358,5.35182,0.80759,6.47236e-05,6.47236e-05,6.47236e-05
65,23.7632,1.13765,4.45943,0.78681,0.00701,0.14286,0.01559,0.01365,1.16093,5.35634,0.80746,6.30208e-05,6.30208e-05,6.30208e-05
66,24.1044,1.04036,4.28653,0.81897,0.00701,0.14286,0.01559,0.01365,1.16093,5.35634,0.80746,6.1318e-05,6.1318e-05,6.1318e-05
67,24.4307,1.26869,4.35125,0.81899,0.00701,0.14286,0.01559,0.01365,1.16093,5.35634,0.80746,5.96152e-05,5.96152e-05,5.96152e-05
68,24.7696,1.1748,4.41387,0.79388,0.00701,0.14286,0.01389,0.01111,1.1845,5.3592,0.80668,5.79124e-05,5.79124e-05,5.79124e-05
69,25.103,1.1462,4.31412,0.8114,0.00701,0.14286,0.01389,0.01111,1.1845,5.3592,0.80668,5.62096e-05,5.62096e-05,5.62096e-05
